QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1	Fold
MonitoringTutorialDataset_2447	False	0	0.99928	0.00072	0.0
MonitoringTutorialDataset_4058	False	0	0.66789	0.33211	0.0
MonitoringTutorialDataset_3950	True	1	0.001	0.999	0.0
MonitoringTutorialDataset_3588	True	0	0.74483	0.25517	0.0
MonitoringTutorialDataset_3476	True	1	0.00026	0.99974	0.0
MonitoringTutorialDataset_0923	True	1	0.0009	0.9991	0.0
MonitoringTutorialDataset_2607	True	1	0.22314	0.77686	0.0
MonitoringTutorialDataset_1222	True	1	0.00622	0.99378	0.0
MonitoringTutorialDataset_3516	True	1	0.00415	0.99585	0.0
MonitoringTutorialDataset_1651	False	1	0.43705	0.56295	0.0
MonitoringTutorialDataset_0532	True	1	0.00013	0.99987	0.0
MonitoringTutorialDataset_1022	False	0	0.55196	0.44804	0.0
MonitoringTutorialDataset_2464	True	1	0.00018	0.99982	0.0
MonitoringTutorialDataset_3036	False	0	0.99939	0.00061	0.0
MonitoringTutorialDataset_2545	True	1	0.04062	0.95938	0.0
MonitoringTutorialDataset_1096	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_2481	True	1	0.01881	0.98119	0.0
MonitoringTutorialDataset_0259	True	0	0.98135	0.01865	0.0
MonitoringTutorialDataset_2244	False	0	0.99687	0.00313	0.0
MonitoringTutorialDataset_0485	False	0	0.9965	0.0035	0.0
MonitoringTutorialDataset_0258	True	1	2e-05	0.99998	0.0
MonitoringTutorialDataset_0847	True	1	0.06175	0.93825	0.0
MonitoringTutorialDataset_3969	True	1	5e-05	0.99995	0.0
MonitoringTutorialDataset_3467	True	0	0.78363	0.21637	0.0
MonitoringTutorialDataset_3692	True	1	0.00323	0.99677	0.0
MonitoringTutorialDataset_2240	False	1	0.00641	0.99359	0.0
MonitoringTutorialDataset_1011	False	1	0.00836	0.99164	0.0
MonitoringTutorialDataset_0065	False	0	0.99939	0.00061	0.0
MonitoringTutorialDataset_1918	False	0	0.99944	0.00056	0.0
MonitoringTutorialDataset_0781	True	1	6e-05	0.99994	0.0
MonitoringTutorialDataset_3839	True	1	0.02303	0.97697	0.0
MonitoringTutorialDataset_2194	True	1	0.00052	0.99948	0.0
MonitoringTutorialDataset_0382	True	1	0.00058	0.99942	0.0
MonitoringTutorialDataset_3061	False	0	0.61544	0.38456	0.0
MonitoringTutorialDataset_3185	True	1	4e-05	0.99996	0.0
MonitoringTutorialDataset_0343	True	1	0.00107	0.99893	0.0
MonitoringTutorialDataset_2547	True	1	0.00963	0.99037	0.0
MonitoringTutorialDataset_1189	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_0965	False	0	0.94563	0.05437	0.0
MonitoringTutorialDataset_2413	False	0	0.99143	0.00857	0.0
MonitoringTutorialDataset_3241	True	1	0.03447	0.96553	0.0
MonitoringTutorialDataset_2872	False	0	0.99913	0.00087	0.0
MonitoringTutorialDataset_1983	True	1	1e-04	0.9999	0.0
MonitoringTutorialDataset_2339	False	1	0.00286	0.99714	0.0
MonitoringTutorialDataset_3427	True	1	0.00013	0.99987	0.0
MonitoringTutorialDataset_3719	False	1	0.03987	0.96013	0.0
MonitoringTutorialDataset_3007	True	1	3e-05	0.99997	0.0
MonitoringTutorialDataset_1255	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_0874	False	0	0.95725	0.04275	0.0
MonitoringTutorialDataset_0840	False	1	0.01162	0.98838	0.0
MonitoringTutorialDataset_0581	True	1	0.00013	0.99987	0.0
MonitoringTutorialDataset_0905	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_0631	False	1	0.00027	0.99973	0.0
MonitoringTutorialDataset_2716	True	1	0.0403	0.9597	0.0
MonitoringTutorialDataset_0925	True	1	0.00043	0.99957	0.0
MonitoringTutorialDataset_1945	False	0	0.99903	0.00097	0.0
MonitoringTutorialDataset_2329	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3636	True	1	0.01703	0.98297	0.0
MonitoringTutorialDataset_3432	True	1	0.00659	0.99341	0.0
MonitoringTutorialDataset_1070	False	1	0.11855	0.88145	0.0
MonitoringTutorialDataset_3200	True	0	0.85617	0.14383	0.0
MonitoringTutorialDataset_0997	True	1	5e-05	0.99995	0.0
MonitoringTutorialDataset_1211	False	1	0.11147	0.88853	0.0
MonitoringTutorialDataset_2147	True	1	0.00384	0.99616	0.0
MonitoringTutorialDataset_1078	False	0	0.91842	0.08158	0.0
MonitoringTutorialDataset_1288	True	1	0.02413	0.97587	0.0
MonitoringTutorialDataset_3291	True	1	0.00315	0.99685	0.0
MonitoringTutorialDataset_1972	True	1	0.10626	0.89374	0.0
MonitoringTutorialDataset_2359	True	1	0.06288	0.93712	0.0
MonitoringTutorialDataset_1738	True	1	0.00073	0.99927	0.0
MonitoringTutorialDataset_1258	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3281	True	1	0.19523	0.80477	0.0
MonitoringTutorialDataset_2407	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_3726	True	1	0.00033	0.99967	0.0
MonitoringTutorialDataset_3404	False	0	0.99806	0.00194	0.0
MonitoringTutorialDataset_1037	True	1	0.06482	0.93518	0.0
MonitoringTutorialDataset_0208	True	1	0.00108	0.99892	0.0
MonitoringTutorialDataset_1313	False	0	0.99943	0.00057	0.0
MonitoringTutorialDataset_0931	False	1	0.31086	0.68914	0.0
MonitoringTutorialDataset_0230	True	1	0.0517	0.9483	0.0
MonitoringTutorialDataset_1924	True	1	5e-05	0.99995	0.0
MonitoringTutorialDataset_0361	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_2969	False	1	0.10655	0.89345	0.0
MonitoringTutorialDataset_1151	True	0	0.98059	0.01941	0.0
MonitoringTutorialDataset_2266	True	1	2e-05	0.99998	0.0
MonitoringTutorialDataset_3854	True	1	0.48131	0.51869	0.0
MonitoringTutorialDataset_0087	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_0282	False	0	0.99457	0.00543	0.0
MonitoringTutorialDataset_3740	True	1	3e-05	0.99997	0.0
MonitoringTutorialDataset_4020	False	0	0.9992	0.0008	0.0
MonitoringTutorialDataset_3085	True	1	0.03424	0.96576	0.0
MonitoringTutorialDataset_0942	False	0	0.98324	0.01676	0.0
MonitoringTutorialDataset_2683	False	0	0.89278	0.10722	0.0
MonitoringTutorialDataset_0272	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_2768	False	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_2319	False	0	0.99972	0.00028	0.0
MonitoringTutorialDataset_0350	True	1	0.00279	0.99721	0.0
MonitoringTutorialDataset_3172	True	1	0.00093	0.99907	0.0
MonitoringTutorialDataset_1506	False	0	0.51754	0.48246	0.0
MonitoringTutorialDataset_2011	True	1	2e-05	0.99998	0.0
MonitoringTutorialDataset_0328	False	0	0.90246	0.09754	0.0
MonitoringTutorialDataset_1725	True	1	0.00457	0.99543	0.0
MonitoringTutorialDataset_3797	False	0	0.52262	0.47738	0.0
MonitoringTutorialDataset_2503	False	0	0.99967	0.00033	0.0
MonitoringTutorialDataset_2428	False	0	0.92968	0.07032	0.0
MonitoringTutorialDataset_0772	False	1	0.06755	0.93244	0.0
MonitoringTutorialDataset_1284	False	0	0.99996	4e-05	0.0
MonitoringTutorialDataset_0498	True	1	0.00572	0.99428	0.0
MonitoringTutorialDataset_1425	True	1	0.00017	0.99983	0.0
MonitoringTutorialDataset_2285	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_1866	True	1	0.00017	0.99983	0.0
MonitoringTutorialDataset_2083	True	1	0.00066	0.99934	0.0
MonitoringTutorialDataset_0855	True	1	0.07227	0.92773	0.0
MonitoringTutorialDataset_0078	False	1	0.00976	0.99024	0.0
MonitoringTutorialDataset_0944	False	0	0.99486	0.00514	0.0
MonitoringTutorialDataset_3833	True	1	0.00689	0.99311	0.0
MonitoringTutorialDataset_2250	True	1	0.1339	0.8661	0.0
MonitoringTutorialDataset_3744	True	1	0.00223	0.99777	0.0
MonitoringTutorialDataset_1033	False	1	0.18744	0.81256	0.0
MonitoringTutorialDataset_3873	True	1	6e-05	0.99994	0.0
MonitoringTutorialDataset_2346	True	1	0.00084	0.99916	0.0
MonitoringTutorialDataset_0104	False	1	0.4381	0.5619	0.0
MonitoringTutorialDataset_2458	False	0	0.5591	0.4409	0.0
MonitoringTutorialDataset_1966	True	1	0.00028	0.99972	0.0
MonitoringTutorialDataset_1732	True	1	0.01782	0.98218	0.0
MonitoringTutorialDataset_1537	True	1	0.41601	0.58399	0.0
MonitoringTutorialDataset_2691	True	0	0.97889	0.02111	0.0
MonitoringTutorialDataset_2439	False	0	0.53051	0.46949	0.0
MonitoringTutorialDataset_1403	False	1	0.00033	0.99967	0.0
MonitoringTutorialDataset_1382	True	1	7e-05	0.99993	0.0
MonitoringTutorialDataset_0100	False	0	0.99913	0.00087	0.0
MonitoringTutorialDataset_1283	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_1352	False	1	0.00028	0.99972	0.0
MonitoringTutorialDataset_3376	True	1	0.00021	0.99979	0.0
MonitoringTutorialDataset_0982	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_2880	True	1	0.00434	0.99566	0.0
MonitoringTutorialDataset_1490	False	0	0.99669	0.00331	0.0
MonitoringTutorialDataset_0845	True	1	3e-05	0.99997	0.0
MonitoringTutorialDataset_2298	False	0	0.99873	0.00127	0.0
MonitoringTutorialDataset_2196	True	1	0.05825	0.94175	0.0
MonitoringTutorialDataset_1747	False	1	0.00033	0.99967	0.0
MonitoringTutorialDataset_2651	False	0	0.94389	0.05611	0.0
MonitoringTutorialDataset_2935	True	1	4e-05	0.99996	0.0
MonitoringTutorialDataset_3665	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_3933	False	0	0.80433	0.19567	0.0
MonitoringTutorialDataset_2409	False	0	0.91561	0.08439	0.0
MonitoringTutorialDataset_3244	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3903	False	1	0.04807	0.95193	0.0
MonitoringTutorialDataset_0243	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3143	True	1	0.00023	0.99977	0.0
MonitoringTutorialDataset_3131	True	1	4e-05	0.99996	0.0
MonitoringTutorialDataset_0340	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_3033	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_2887	True	0	0.66941	0.33059	0.0
MonitoringTutorialDataset_0783	False	0	0.9999	1e-04	0.0
MonitoringTutorialDataset_3730	True	1	0.01544	0.98456	0.0
MonitoringTutorialDataset_3619	False	0	0.96006	0.03994	0.0
MonitoringTutorialDataset_1795	True	0	0.71561	0.28439	0.0
MonitoringTutorialDataset_1271	False	1	0.01252	0.98748	0.0
MonitoringTutorialDataset_3295	True	1	0.00709	0.99291	0.0
MonitoringTutorialDataset_3780	True	1	0.02063	0.97937	0.0
MonitoringTutorialDataset_3306	True	1	0.00017	0.99983	0.0
MonitoringTutorialDataset_1326	False	0	0.90237	0.09763	0.0
MonitoringTutorialDataset_2682	True	1	0.00018	0.99982	0.0
MonitoringTutorialDataset_2622	True	1	0.00105	0.99895	0.0
MonitoringTutorialDataset_2574	True	1	0.00015	0.99985	0.0
MonitoringTutorialDataset_0057	False	0	0.97433	0.02567	0.0
MonitoringTutorialDataset_1253	True	1	2e-05	0.99998	0.0
MonitoringTutorialDataset_2383	False	1	0.0064	0.9936	0.0
MonitoringTutorialDataset_2170	False	0	0.99381	0.00619	0.0
MonitoringTutorialDataset_2107	False	0	0.99983	0.00017	0.0
MonitoringTutorialDataset_0560	True	1	8e-05	0.99992	0.0
MonitoringTutorialDataset_1376	True	1	0.28053	0.71947	0.0
MonitoringTutorialDataset_3914	False	0	0.51725	0.48275	0.0
MonitoringTutorialDataset_0553	False	0	0.99326	0.00674	0.0
MonitoringTutorialDataset_0998	False	1	0.0786	0.9214	0.0
MonitoringTutorialDataset_1818	False	0	0.9986	0.0014	0.0
MonitoringTutorialDataset_4059	True	1	0.00601	0.99399	0.0
MonitoringTutorialDataset_1100	True	1	6e-05	0.99994	0.0
MonitoringTutorialDataset_0672	False	0	0.99757	0.00243	0.0
MonitoringTutorialDataset_3874	True	1	0.00377	0.99623	0.0
MonitoringTutorialDataset_1190	False	1	0.00275	0.99725	0.0
MonitoringTutorialDataset_0530	True	1	0.04516	0.95484	0.0
MonitoringTutorialDataset_1072	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3162	True	1	0.00277	0.99724	0.0
MonitoringTutorialDataset_3199	False	0	0.98226	0.01774	0.0
MonitoringTutorialDataset_1849	True	1	0.1849	0.8151	0.0
MonitoringTutorialDataset_1609	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3664	True	1	0.0042	0.9958	0.0
MonitoringTutorialDataset_1965	True	1	0.00093	0.99907	0.0
MonitoringTutorialDataset_3707	True	1	0.15065	0.84935	0.0
MonitoringTutorialDataset_1357	False	1	0.09842	0.90158	0.0
MonitoringTutorialDataset_0788	True	1	0.00394	0.99606	0.0
MonitoringTutorialDataset_2997	False	0	0.99987	0.00013	0.0
MonitoringTutorialDataset_2423	True	1	0.0012	0.9988	0.0
MonitoringTutorialDataset_3182	False	0	0.80851	0.19149	0.0
MonitoringTutorialDataset_3117	True	1	0.03003	0.96997	0.0
MonitoringTutorialDataset_3996	False	1	0.0127	0.9873	0.0
MonitoringTutorialDataset_2468	False	1	0.01921	0.98079	0.0
MonitoringTutorialDataset_0497	True	0	0.97142	0.02858	0.0
MonitoringTutorialDataset_2302	False	0	0.80699	0.19301	0.0
MonitoringTutorialDataset_3926	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_0782	True	1	0.1295	0.8705	0.0
MonitoringTutorialDataset_2510	False	0	0.57496	0.42504	0.0
MonitoringTutorialDataset_1177	False	0	0.78136	0.21864	0.0
MonitoringTutorialDataset_3384	False	0	0.9958	0.0042	0.0
MonitoringTutorialDataset_3536	True	1	0.05438	0.94562	0.0
MonitoringTutorialDataset_0941	False	0	0.79481	0.20519	0.0
MonitoringTutorialDataset_2256	True	0	0.99453	0.00547	0.0
MonitoringTutorialDataset_0866	True	1	0.02557	0.97443	0.0
MonitoringTutorialDataset_3759	True	1	0.00265	0.99735	0.0
MonitoringTutorialDataset_0304	True	1	0.00023	0.99977	0.0
MonitoringTutorialDataset_2755	True	1	0.00984	0.99016	0.0
MonitoringTutorialDataset_3769	False	0	0.86422	0.13578	0.0
MonitoringTutorialDataset_3850	False	1	0.01616	0.98384	0.0
MonitoringTutorialDataset_1477	False	0	0.89307	0.10693	0.0
MonitoringTutorialDataset_2752	False	0	0.99732	0.00268	0.0
MonitoringTutorialDataset_2474	False	0	0.99992	8e-05	0.0
MonitoringTutorialDataset_2318	True	1	0.00025	0.99975	0.0
MonitoringTutorialDataset_2333	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_2024	True	0	0.96202	0.03798	0.0
MonitoringTutorialDataset_1677	True	1	0.17413	0.82587	0.0
MonitoringTutorialDataset_3180	False	1	0.12108	0.87892	0.0
MonitoringTutorialDataset_0113	True	1	0.00089	0.99911	0.0
MonitoringTutorialDataset_1216	True	1	0.07128	0.92872	0.0
MonitoringTutorialDataset_1518	False	0	0.99667	0.00333	0.0
MonitoringTutorialDataset_3328	False	0	0.99707	0.00293	0.0
MonitoringTutorialDataset_2857	False	0	0.5796	0.4204	0.0
MonitoringTutorialDataset_3790	True	0	0.99441	0.00559	0.0
MonitoringTutorialDataset_2522	True	1	0.00389	0.99611	0.0
MonitoringTutorialDataset_3408	True	1	0.00093	0.99907	0.0
MonitoringTutorialDataset_2981	False	1	0.10534	0.89466	0.0
MonitoringTutorialDataset_3156	False	1	0.04481	0.95519	0.0
MonitoringTutorialDataset_1665	True	1	0.00644	0.99356	0.0
MonitoringTutorialDataset_3544	True	1	0.00034	0.99966	0.0
MonitoringTutorialDataset_0619	True	1	0.00068	0.99932	0.0
MonitoringTutorialDataset_3340	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_1847	False	0	0.9763	0.0237	0.0
MonitoringTutorialDataset_1956	True	1	0.00106	0.99894	0.0
MonitoringTutorialDataset_2046	True	1	0.08751	0.91249	0.0
MonitoringTutorialDataset_3734	False	0	0.99988	0.00012	0.0
MonitoringTutorialDataset_3539	True	1	0.05238	0.94762	0.0
MonitoringTutorialDataset_3578	True	0	0.73038	0.26962	0.0
MonitoringTutorialDataset_2998	True	0	0.99908	0.00092	0.0
MonitoringTutorialDataset_2575	True	1	0.00282	0.99718	0.0
MonitoringTutorialDataset_3944	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_1535	True	1	0.1018	0.8982	0.0
MonitoringTutorialDataset_1712	False	0	0.99885	0.00115	0.0
MonitoringTutorialDataset_3365	False	0	0.99862	0.00138	0.0
MonitoringTutorialDataset_1230	True	1	0.05961	0.94039	0.0
MonitoringTutorialDataset_1927	True	1	0.02302	0.97698	0.0
MonitoringTutorialDataset_0749	True	1	0.02213	0.97787	0.0
MonitoringTutorialDataset_0970	True	1	0.07721	0.92279	0.0
MonitoringTutorialDataset_0013	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3057	False	1	0.01935	0.98065	0.0
MonitoringTutorialDataset_2696	False	1	0.2166	0.7834	0.0
MonitoringTutorialDataset_1713	False	1	0.01024	0.98976	0.0
MonitoringTutorialDataset_3712	True	1	4e-05	0.99996	0.0
MonitoringTutorialDataset_2864	True	1	3e-05	0.99997	0.0
MonitoringTutorialDataset_1328	True	1	6e-05	0.99994	0.0
MonitoringTutorialDataset_0142	False	0	0.99972	0.00028	0.0
MonitoringTutorialDataset_3206	True	1	0.00034	0.99966	0.0
MonitoringTutorialDataset_2284	False	0	0.70973	0.29027	0.0
MonitoringTutorialDataset_2163	False	0	0.5321	0.4679	0.0
MonitoringTutorialDataset_1949	False	0	0.99588	0.00412	0.0
MonitoringTutorialDataset_2334	False	0	0.99966	0.00034	0.0
MonitoringTutorialDataset_0591	True	1	6e-05	0.99994	0.0
MonitoringTutorialDataset_3935	True	0	0.95327	0.04673	0.0
MonitoringTutorialDataset_1567	True	1	6e-05	0.99994	0.0
MonitoringTutorialDataset_2013	True	1	6e-05	0.99994	0.0
MonitoringTutorialDataset_0273	True	1	0.00021	0.99979	0.0
MonitoringTutorialDataset_3992	True	0	0.9918	0.0082	0.0
MonitoringTutorialDataset_2754	False	0	0.76268	0.23732	0.0
MonitoringTutorialDataset_4036	False	0	0.97994	0.02006	0.0
MonitoringTutorialDataset_1709	True	0	0.66903	0.33097	0.0
MonitoringTutorialDataset_4078	True	1	0.00012	0.99988	0.0
MonitoringTutorialDataset_0792	False	1	0.07316	0.92684	0.0
MonitoringTutorialDataset_1980	False	0	0.99729	0.00271	0.0
MonitoringTutorialDataset_1410	False	1	0.02894	0.97106	0.0
MonitoringTutorialDataset_0020	False	1	0.06238	0.93762	0.0
MonitoringTutorialDataset_2293	False	1	3e-05	0.99997	0.0
MonitoringTutorialDataset_2653	False	0	0.99208	0.00792	0.0
MonitoringTutorialDataset_0947	False	1	0.00028	0.99972	0.0
MonitoringTutorialDataset_0686	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3482	True	1	5e-05	0.99995	0.0
MonitoringTutorialDataset_0483	False	0	0.77258	0.22742	0.0
MonitoringTutorialDataset_0277	False	1	3e-05	0.99997	0.0
MonitoringTutorialDataset_2309	False	1	0.03277	0.96723	0.0
MonitoringTutorialDataset_0674	True	1	0.00011	0.99989	0.0
MonitoringTutorialDataset_2064	True	1	0.06596	0.93404	0.0
MonitoringTutorialDataset_1985	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_1547	True	1	0.00035	0.99965	0.0
MonitoringTutorialDataset_3125	False	1	0.13445	0.86555	0.0
MonitoringTutorialDataset_0556	False	1	0.00016	0.99984	0.0
MonitoringTutorialDataset_3611	False	0	0.99768	0.00232	0.0
MonitoringTutorialDataset_4004	True	1	9e-05	0.99991	0.0
MonitoringTutorialDataset_1591	False	1	0.0007	0.9993	0.0
MonitoringTutorialDataset_3836	True	1	0.00021	0.99979	0.0
MonitoringTutorialDataset_1711	True	1	0.02456	0.97544	0.0
MonitoringTutorialDataset_3368	True	1	0.11262	0.88738	0.0
MonitoringTutorialDataset_0974	False	0	0.75067	0.24933	0.0
MonitoringTutorialDataset_2437	True	1	0.09202	0.90798	0.0
MonitoringTutorialDataset_3668	True	1	0.02512	0.97488	0.0
MonitoringTutorialDataset_2030	False	0	0.98277	0.01723	0.0
MonitoringTutorialDataset_3360	False	1	0.10815	0.89185	0.0
MonitoringTutorialDataset_1911	True	1	9e-05	0.99991	0.0
MonitoringTutorialDataset_2759	False	0	0.94649	0.05351	0.0
MonitoringTutorialDataset_3338	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_2548	False	0	0.99986	0.00014	0.0
MonitoringTutorialDataset_1868	False	0	0.98958	0.01042	0.0
MonitoringTutorialDataset_3114	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_3168	True	1	0.08	0.92	0.0
MonitoringTutorialDataset_1771	True	1	0.00012	0.99988	0.0
MonitoringTutorialDataset_4045	True	1	0.07361	0.92639	0.0
MonitoringTutorialDataset_3463	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_4016	True	1	0.00702	0.99298	0.0
MonitoringTutorialDataset_0545	False	0	0.89781	0.10219	0.0
MonitoringTutorialDataset_0015	False	0	0.91836	0.08164	0.0
MonitoringTutorialDataset_0363	True	1	3e-05	0.99997	0.0
MonitoringTutorialDataset_1194	False	1	0.03413	0.96587	0.0
MonitoringTutorialDataset_1121	True	1	4e-05	0.99996	0.0
MonitoringTutorialDataset_0726	False	0	0.99972	0.00028	0.0
MonitoringTutorialDataset_0628	True	1	0.09524	0.90476	0.0
MonitoringTutorialDataset_1817	False	1	0.49859	0.50141	0.0
MonitoringTutorialDataset_3667	False	1	0.00748	0.99252	0.0
MonitoringTutorialDataset_3651	True	1	0.00016	0.99984	0.0
MonitoringTutorialDataset_0215	False	0	0.99929	0.00071	0.0
MonitoringTutorialDataset_3813	False	0	0.99935	0.00065	0.0
MonitoringTutorialDataset_2743	True	0	0.80971	0.19029	0.0
MonitoringTutorialDataset_3095	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_2718	True	1	0.00032	0.99968	0.0
MonitoringTutorialDataset_2248	False	0	0.81871	0.18129	0.0
MonitoringTutorialDataset_0757	False	1	0.0239	0.9761	0.0
MonitoringTutorialDataset_2654	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_1333	True	1	0.01886	0.98114	0.0
MonitoringTutorialDataset_3230	False	0	0.99886	0.00114	0.0
MonitoringTutorialDataset_3332	False	1	0.16496	0.83504	0.0
MonitoringTutorialDataset_0692	False	0	0.82858	0.17142	0.0
MonitoringTutorialDataset_1386	False	1	0.00209	0.99791	0.0
MonitoringTutorialDataset_1599	False	1	0.1836	0.8164	0.0
MonitoringTutorialDataset_2040	False	0	0.59068	0.40932	0.0
MonitoringTutorialDataset_2089	True	0	0.64352	0.35648	0.0
MonitoringTutorialDataset_0904	False	1	0.40809	0.59191	0.0
MonitoringTutorialDataset_3246	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_3335	True	0	0.99463	0.00537	0.0
MonitoringTutorialDataset_2662	True	1	0.00047	0.99953	0.0
MonitoringTutorialDataset_0081	True	1	0.00023	0.99977	0.0
MonitoringTutorialDataset_3827	True	1	0.0003	0.9997	0.0
MonitoringTutorialDataset_3732	True	1	0.00026	0.99974	0.0
MonitoringTutorialDataset_0774	True	1	4e-05	0.99996	0.0
MonitoringTutorialDataset_2001	True	1	0.17759	0.82241	0.0
MonitoringTutorialDataset_0943	True	1	0.00024	0.99976	0.0
MonitoringTutorialDataset_1201	False	0	0.88749	0.11251	0.0
MonitoringTutorialDataset_2661	False	0	0.99969	0.00031	0.0
MonitoringTutorialDataset_3137	True	0	0.89533	0.10467	0.0
MonitoringTutorialDataset_0054	True	1	0.00915	0.99085	0.0
MonitoringTutorialDataset_2912	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_3580	False	0	0.95815	0.04185	0.0
MonitoringTutorialDataset_0951	False	1	0.13929	0.86071	0.0
MonitoringTutorialDataset_3794	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_1086	False	0	0.99616	0.00384	0.0
MonitoringTutorialDataset_0147	True	1	0.00152	0.99848	0.0
MonitoringTutorialDataset_0848	True	0	0.68412	0.31588	0.0
MonitoringTutorialDataset_1002	False	0	0.99873	0.00127	0.0
MonitoringTutorialDataset_3606	True	1	0.00252	0.99748	0.0
MonitoringTutorialDataset_2687	True	1	6e-05	0.99994	0.0
MonitoringTutorialDataset_3395	True	1	2e-05	0.99998	0.0
MonitoringTutorialDataset_3103	True	1	0.0	1.0	0.0
MonitoringTutorialDataset_1332	True	1	0.01939	0.98061	0.0
MonitoringTutorialDataset_1934	True	1	0.00022	0.99978	0.0
MonitoringTutorialDataset_0355	False	0	0.99929	0.00071	0.0
MonitoringTutorialDataset_2784	True	1	1e-05	0.99999	0.0
MonitoringTutorialDataset_2787	True	1	0.00033	0.99967	0.0
