QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1
MonitoringTutorialDataset_3937	True	0	0.83471	0.16529
MonitoringTutorialDataset_0414	False	0	0.99156	0.00844
MonitoringTutorialDataset_4026	True	1	0.00068	0.99932
MonitoringTutorialDataset_3590	False	0	0.99931	0.00069
MonitoringTutorialDataset_0999	True	1	0.00021	0.99979
MonitoringTutorialDataset_0978	False	1	0.01518	0.98482
MonitoringTutorialDataset_2592	True	1	0.03807	0.96193
MonitoringTutorialDataset_3362	False	0	0.98677	0.01323
MonitoringTutorialDataset_0070	True	0	0.84338	0.15662
MonitoringTutorialDataset_2281	True	1	7e-05	0.99993
MonitoringTutorialDataset_3703	True	1	0.13722	0.86278
MonitoringTutorialDataset_0211	True	1	0.38011	0.61989
MonitoringTutorialDataset_2096	False	1	0.37077	0.62923
MonitoringTutorialDataset_3942	False	0	0.86037	0.13963
MonitoringTutorialDataset_3486	True	1	5e-05	0.99995
MonitoringTutorialDataset_1730	False	1	0.00543	0.99457
MonitoringTutorialDataset_1292	True	1	1e-05	0.99999
MonitoringTutorialDataset_0014	True	1	0.00039	0.99961
MonitoringTutorialDataset_3959	True	1	0.00032	0.99968
MonitoringTutorialDataset_2010	False	0	0.98927	0.01073
MonitoringTutorialDataset_1113	True	1	0.11457	0.88543
MonitoringTutorialDataset_4013	True	1	0.00233	0.99767
MonitoringTutorialDataset_0270	True	1	0.12689	0.87311
MonitoringTutorialDataset_0538	False	0	0.99569	0.00431
MonitoringTutorialDataset_3456	True	1	0.02223	0.97777
MonitoringTutorialDataset_0008	True	1	5e-05	0.99995
MonitoringTutorialDataset_1552	True	1	3e-05	0.99997
MonitoringTutorialDataset_1803	False	0	0.99939	0.00061
MonitoringTutorialDataset_3737	True	1	0.0	1.0
MonitoringTutorialDataset_3138	False	0	0.99967	0.00033
MonitoringTutorialDataset_0818	True	0	0.98491	0.01509
MonitoringTutorialDataset_2211	True	0	0.98287	0.01713
MonitoringTutorialDataset_2159	True	0	0.99257	0.00743
MonitoringTutorialDataset_2986	False	0	0.97083	0.02917
MonitoringTutorialDataset_3577	False	0	0.99966	0.00034
MonitoringTutorialDataset_2119	True	1	9e-05	0.99991
MonitoringTutorialDataset_0251	True	1	0.01211	0.98789
MonitoringTutorialDataset_1146	False	0	0.99952	0.00048
MonitoringTutorialDataset_1842	False	0	0.99271	0.00729
MonitoringTutorialDataset_0296	True	1	1e-05	0.99999
MonitoringTutorialDataset_0755	True	0	0.97553	0.02447
MonitoringTutorialDataset_0544	False	0	0.97807	0.02193
MonitoringTutorialDataset_1729	True	0	0.64571	0.35429
MonitoringTutorialDataset_4069	True	1	0.00734	0.99266
MonitoringTutorialDataset_2666	False	0	0.68377	0.31623
MonitoringTutorialDataset_1999	True	1	0.00099	0.99901
MonitoringTutorialDataset_1094	False	0	0.99789	0.00211
MonitoringTutorialDataset_3620	False	0	0.98015	0.01985
MonitoringTutorialDataset_2436	True	1	0.03629	0.96371
MonitoringTutorialDataset_0032	True	1	0.00082	0.99918
MonitoringTutorialDataset_2378	True	1	0.38154	0.61846
MonitoringTutorialDataset_3188	False	0	0.98685	0.01315
MonitoringTutorialDataset_2507	False	0	0.99986	0.00014
MonitoringTutorialDataset_3307	False	0	0.93547	0.06453
MonitoringTutorialDataset_2603	False	0	0.99789	0.00211
MonitoringTutorialDataset_2514	True	1	0.37436	0.62564
MonitoringTutorialDataset_3655	False	1	0.08072	0.91928
MonitoringTutorialDataset_1770	False	0	0.95711	0.04289
MonitoringTutorialDataset_1175	False	0	0.99985	0.00015
MonitoringTutorialDataset_0910	True	1	0.04327	0.95673
MonitoringTutorialDataset_1814	True	1	0.00023	0.99977
MonitoringTutorialDataset_0568	True	1	0.00531	0.99469
MonitoringTutorialDataset_3122	True	1	0.00028	0.99972
MonitoringTutorialDataset_1429	True	1	0.00881	0.99119
MonitoringTutorialDataset_3617	True	1	0.00013	0.99987
MonitoringTutorialDataset_0438	True	1	0.00537	0.99463
MonitoringTutorialDataset_0889	False	0	0.9776	0.0224
MonitoringTutorialDataset_3717	True	1	0.10315	0.89685
MonitoringTutorialDataset_1417	True	0	0.8426	0.1574
MonitoringTutorialDataset_2168	True	1	0.00222	0.99778
MonitoringTutorialDataset_2957	False	1	0.01861	0.98139
MonitoringTutorialDataset_2414	True	1	0.01638	0.98362
MonitoringTutorialDataset_1502	True	1	0.00078	0.99922
MonitoringTutorialDataset_0471	True	1	0.0	1.0
MonitoringTutorialDataset_3551	True	1	0.09916	0.90084
MonitoringTutorialDataset_3371	True	1	0.0003	0.9997
MonitoringTutorialDataset_0811	True	1	0.01184	0.98816
MonitoringTutorialDataset_3271	True	0	0.99707	0.00293
MonitoringTutorialDataset_1590	False	1	7e-05	0.99993
MonitoringTutorialDataset_0465	False	1	0.43689	0.56311
MonitoringTutorialDataset_3492	False	0	0.99724	0.00276
MonitoringTutorialDataset_4079	False	0	0.99436	0.00564
MonitoringTutorialDataset_1378	True	1	0.04558	0.95442
MonitoringTutorialDataset_0318	True	1	3e-05	0.99997
MonitoringTutorialDataset_0718	False	0	0.99723	0.00277
MonitoringTutorialDataset_3498	False	1	0.01305	0.98695
MonitoringTutorialDataset_0043	True	1	0.00014	0.99986
MonitoringTutorialDataset_2980	False	1	0.07175	0.92825
MonitoringTutorialDataset_1178	True	1	0.00911	0.99089
MonitoringTutorialDataset_3161	True	1	0.04988	0.95012
MonitoringTutorialDataset_2379	False	0	0.99462	0.00538
MonitoringTutorialDataset_3212	True	0	0.95177	0.04823
MonitoringTutorialDataset_0402	True	1	0.07739	0.92261
MonitoringTutorialDataset_1405	True	1	1e-04	0.9999
MonitoringTutorialDataset_2415	True	1	0.00959	0.99041
MonitoringTutorialDataset_1859	True	1	0.00792	0.99208
MonitoringTutorialDataset_4007	True	1	9e-05	0.99991
MonitoringTutorialDataset_2634	True	1	0.03768	0.96232
MonitoringTutorialDataset_1023	True	1	0.00011	0.99989
MonitoringTutorialDataset_2222	True	1	0.0	1.0
MonitoringTutorialDataset_1826	False	0	0.98908	0.01092
MonitoringTutorialDataset_3631	False	0	0.99333	0.00667
MonitoringTutorialDataset_1860	False	0	0.99961	0.00039
MonitoringTutorialDataset_1580	True	1	0.00873	0.99127
MonitoringTutorialDataset_2384	False	1	0.06112	0.93888
MonitoringTutorialDataset_0017	True	1	0.05736	0.94264
MonitoringTutorialDataset_2218	True	1	0.0	1.0
MonitoringTutorialDataset_0596	True	1	0.00705	0.99295
MonitoringTutorialDataset_2462	False	1	0.03915	0.96085
MonitoringTutorialDataset_3169	True	1	0.02171	0.97829
MonitoringTutorialDataset_1536	True	1	0.0	1.0
MonitoringTutorialDataset_0746	True	0	0.97522	0.02478
MonitoringTutorialDataset_1896	False	0	0.99995	5e-05
MonitoringTutorialDataset_1074	False	0	0.99498	0.00502
MonitoringTutorialDataset_3749	True	1	0.00589	0.99411
MonitoringTutorialDataset_0680	True	1	0.00055	0.99945
MonitoringTutorialDataset_2763	False	1	0.01529	0.98471
MonitoringTutorialDataset_2166	False	0	0.99874	0.00125
MonitoringTutorialDataset_0457	False	1	0.08536	0.91464
MonitoringTutorialDataset_2700	False	0	0.99941	0.00059
MonitoringTutorialDataset_2476	True	1	0.00355	0.99645
MonitoringTutorialDataset_3594	False	0	0.99812	0.00188
MonitoringTutorialDataset_3601	True	1	0.00018	0.99982
MonitoringTutorialDataset_1995	True	1	0.05632	0.94368
MonitoringTutorialDataset_0463	True	0	0.96135	0.03865
MonitoringTutorialDataset_3010	True	1	0.0	1.0
MonitoringTutorialDataset_1424	True	1	0.00176	0.99824
MonitoringTutorialDataset_2927	True	1	0.15018	0.84982
MonitoringTutorialDataset_2208	True	1	0.00035	0.99965
MonitoringTutorialDataset_1164	True	1	0.00154	0.99846
MonitoringTutorialDataset_1128	False	0	0.98987	0.01013
MonitoringTutorialDataset_2425	True	0	0.99458	0.00542
MonitoringTutorialDataset_0655	False	0	0.87349	0.12651
MonitoringTutorialDataset_1726	False	0	0.99786	0.00214
MonitoringTutorialDataset_1159	True	1	0.01077	0.98923
MonitoringTutorialDataset_0205	True	1	0.00032	0.99968
MonitoringTutorialDataset_1756	False	0	0.98888	0.01112
MonitoringTutorialDataset_2004	True	1	0.42154	0.57846
MonitoringTutorialDataset_3209	False	0	0.99993	7e-05
MonitoringTutorialDataset_2260	True	1	0.00033	0.99967
MonitoringTutorialDataset_2953	True	1	0.01903	0.98097
MonitoringTutorialDataset_3192	False	0	0.99956	0.00044
MonitoringTutorialDataset_1550	True	0	0.99062	0.00938
MonitoringTutorialDataset_0490	False	0	0.89482	0.10518
MonitoringTutorialDataset_3729	True	1	0.33645	0.66355
MonitoringTutorialDataset_3609	True	0	0.96361	0.03639
MonitoringTutorialDataset_1588	True	1	0.00417	0.99583
MonitoringTutorialDataset_1702	False	1	0.4988	0.5012
MonitoringTutorialDataset_1228	True	1	0.14589	0.85411
MonitoringTutorialDataset_1564	True	1	0.0	1.0
MonitoringTutorialDataset_1543	False	0	0.99675	0.00325
MonitoringTutorialDataset_0879	True	1	0.00678	0.99322
MonitoringTutorialDataset_2287	False	1	0.43224	0.56776
MonitoringTutorialDataset_3818	True	1	0.09275	0.90725
MonitoringTutorialDataset_0093	True	1	0.22994	0.77006
MonitoringTutorialDataset_2412	True	1	0.00843	0.99157
MonitoringTutorialDataset_0023	False	0	0.99992	8e-05
MonitoringTutorialDataset_1623	False	0	0.99358	0.00642
MonitoringTutorialDataset_3411	False	0	0.99976	0.00024
MonitoringTutorialDataset_3320	False	0	0.92081	0.07919
MonitoringTutorialDataset_1743	False	0	0.9856	0.0144
MonitoringTutorialDataset_3915	True	0	0.68091	0.31909
MonitoringTutorialDataset_0564	True	1	0.0645	0.9355
MonitoringTutorialDataset_2037	True	1	0.13565	0.86435
MonitoringTutorialDataset_3634	True	1	0.03296	0.96704
MonitoringTutorialDataset_3513	True	1	0.01025	0.98975
MonitoringTutorialDataset_2097	False	0	0.99959	0.00041
MonitoringTutorialDataset_2826	True	1	0.00052	0.99948
MonitoringTutorialDataset_3269	True	1	6e-05	0.99994
MonitoringTutorialDataset_1270	False	0	0.99641	0.00359
MonitoringTutorialDataset_4076	False	0	0.99966	0.00034
MonitoringTutorialDataset_2259	True	1	0.13528	0.86472
MonitoringTutorialDataset_1444	True	1	0.00048	0.99952
MonitoringTutorialDataset_1116	False	0	0.99966	0.00034
MonitoringTutorialDataset_0099	False	0	0.99967	0.00033
MonitoringTutorialDataset_0432	True	1	0.00189	0.99811
MonitoringTutorialDataset_2377	False	1	0.00643	0.99357
MonitoringTutorialDataset_2417	True	1	1e-05	0.99999
MonitoringTutorialDataset_1558	False	0	0.9999	1e-04
MonitoringTutorialDataset_1532	True	1	0.014	0.986
MonitoringTutorialDataset_0120	True	1	6e-05	0.99994
MonitoringTutorialDataset_2357	True	1	0.0	1.0
MonitoringTutorialDataset_1659	True	1	0.04686	0.95314
MonitoringTutorialDataset_0156	False	0	0.99999	1e-05
MonitoringTutorialDataset_1936	True	1	1e-05	0.99999
MonitoringTutorialDataset_2374	True	1	0.19749	0.80251
MonitoringTutorialDataset_1260	True	1	0.00158	0.99842
MonitoringTutorialDataset_3300	True	1	0.12363	0.87637
MonitoringTutorialDataset_3879	True	1	0.0	1.0
MonitoringTutorialDataset_2656	False	0	0.99587	0.00413
MonitoringTutorialDataset_2154	True	1	0.01402	0.98598
MonitoringTutorialDataset_0240	True	1	0.18297	0.81703
MonitoringTutorialDataset_2929	True	1	0.02463	0.97537
MonitoringTutorialDataset_1815	True	1	0.00962	0.99038
MonitoringTutorialDataset_3334	True	1	5e-05	0.99995
MonitoringTutorialDataset_3178	True	0	0.62207	0.37793
MonitoringTutorialDataset_3250	False	1	0.02429	0.97571
MonitoringTutorialDataset_1627	True	1	0.10236	0.89764
MonitoringTutorialDataset_1912	True	1	0.00011	0.99989
MonitoringTutorialDataset_1362	True	0	0.84435	0.15565
MonitoringTutorialDataset_2002	False	0	0.998	0.002
MonitoringTutorialDataset_3650	True	1	0.0	1.0
MonitoringTutorialDataset_0865	True	0	0.97321	0.02679
MonitoringTutorialDataset_1789	False	0	0.99995	5e-05
MonitoringTutorialDataset_1377	False	0	0.99949	0.00051
MonitoringTutorialDataset_1831	True	1	0.00024	0.99976
MonitoringTutorialDataset_3089	True	0	0.97829	0.02171
MonitoringTutorialDataset_0594	False	0	0.99966	0.00034
MonitoringTutorialDataset_3032	True	1	0.0	1.0
MonitoringTutorialDataset_0177	True	0	0.95645	0.04355
MonitoringTutorialDataset_2679	False	0	0.99861	0.00139
MonitoringTutorialDataset_3075	True	1	0.46085	0.53915
MonitoringTutorialDataset_2233	False	0	0.99963	0.00037
MonitoringTutorialDataset_0051	True	1	0.00303	0.99697
MonitoringTutorialDataset_1138	True	1	0.44173	0.55827
MonitoringTutorialDataset_1778	False	0	0.99824	0.00176
MonitoringTutorialDataset_0073	False	1	0.01455	0.98545
MonitoringTutorialDataset_3116	False	0	0.99817	0.00183
MonitoringTutorialDataset_2090	False	0	0.99664	0.00336
MonitoringTutorialDataset_2091	True	1	0.00044	0.99956
MonitoringTutorialDataset_3612	True	1	0.00211	0.99789
MonitoringTutorialDataset_2408	False	1	0.09413	0.90587
MonitoringTutorialDataset_1309	True	1	0.00532	0.99468
MonitoringTutorialDataset_3336	True	1	0.00078	0.99922
MonitoringTutorialDataset_2697	True	1	3e-05	0.99997
MonitoringTutorialDataset_2488	False	1	0.02095	0.97905
MonitoringTutorialDataset_1510	True	1	0.01346	0.98654
MonitoringTutorialDataset_1457	False	0	0.99985	0.00015
MonitoringTutorialDataset_0157	False	0	0.99685	0.00315
MonitoringTutorialDataset_2707	True	1	0.18562	0.81438
MonitoringTutorialDataset_1632	True	1	0.1794	0.8206
MonitoringTutorialDataset_0534	True	1	0.0	1.0
MonitoringTutorialDataset_0052	False	0	0.99943	0.00057
MonitoringTutorialDataset_2014	False	0	0.99541	0.00459
MonitoringTutorialDataset_0220	True	0	0.56891	0.43109
MonitoringTutorialDataset_1052	False	0	0.99925	0.00075
MonitoringTutorialDataset_0026	True	1	0.01072	0.98928
MonitoringTutorialDataset_3390	False	0	0.99735	0.00265
MonitoringTutorialDataset_3555	True	1	0.29447	0.70553
MonitoringTutorialDataset_0214	False	0	0.99462	0.00538
MonitoringTutorialDataset_3396	False	0	0.9994	0.0006
MonitoringTutorialDataset_2834	True	0	0.97995	0.02005
MonitoringTutorialDataset_1779	True	1	0.08336	0.91664
MonitoringTutorialDataset_1242	True	1	0.00016	0.99984
MonitoringTutorialDataset_2387	True	1	0.00016	0.99984
MonitoringTutorialDataset_0321	False	0	0.85487	0.14513
MonitoringTutorialDataset_3316	True	1	0.00016	0.99984
MonitoringTutorialDataset_3339	False	1	0.07076	0.92924
MonitoringTutorialDataset_3811	True	1	0.00031	0.99969
MonitoringTutorialDataset_1614	True	1	0.00109	0.99891
MonitoringTutorialDataset_3190	True	1	0.02951	0.97049
MonitoringTutorialDataset_2177	True	1	0.00088	0.99912
MonitoringTutorialDataset_1739	True	1	0.00147	0.99853
MonitoringTutorialDataset_3777	False	0	0.90361	0.09639
MonitoringTutorialDataset_4022	False	0	0.91829	0.08171
MonitoringTutorialDataset_2527	False	1	0.00073	0.99927
MonitoringTutorialDataset_0044	False	0	0.99983	0.00017
MonitoringTutorialDataset_0731	False	0	0.99842	0.00158
MonitoringTutorialDataset_0495	False	0	0.64342	0.35658
MonitoringTutorialDataset_3113	True	1	0.37904	0.62096
MonitoringTutorialDataset_3045	True	1	0.06203	0.93797
MonitoringTutorialDataset_2210	True	1	0.03366	0.96634
MonitoringTutorialDataset_0354	False	0	0.9949	0.0051
MonitoringTutorialDataset_0576	False	0	0.99942	0.00058
MonitoringTutorialDataset_3214	True	0	0.8685	0.1315
MonitoringTutorialDataset_2951	False	0	0.99946	0.00054
MonitoringTutorialDataset_0598	True	1	0.00242	0.99758
MonitoringTutorialDataset_1261	False	0	0.70053	0.29947
MonitoringTutorialDataset_3290	True	1	0.02933	0.97067
MonitoringTutorialDataset_1675	False	1	0.08572	0.91428
MonitoringTutorialDataset_0897	False	0	0.99984	0.00016
MonitoringTutorialDataset_0408	True	1	0.02509	0.97491
MonitoringTutorialDataset_3266	True	1	0.0	1.0
MonitoringTutorialDataset_2092	False	1	0.28877	0.71123
MonitoringTutorialDataset_0256	True	0	0.92284	0.07716
MonitoringTutorialDataset_3543	True	1	0.30155	0.69845
MonitoringTutorialDataset_0761	False	0	0.9975	0.0025
MonitoringTutorialDataset_1538	False	0	0.99913	0.00087
MonitoringTutorialDataset_1322	False	0	0.99365	0.00635
MonitoringTutorialDataset_0843	True	1	0.02979	0.97021
MonitoringTutorialDataset_2283	True	1	0.02701	0.97299
MonitoringTutorialDataset_1786	True	1	0.41954	0.58046
MonitoringTutorialDataset_3669	True	1	0.07503	0.92497
MonitoringTutorialDataset_1370	False	0	0.99211	0.00789
MonitoringTutorialDataset_2353	True	1	0.00022	0.99978
MonitoringTutorialDataset_3038	True	1	3e-05	0.99997
MonitoringTutorialDataset_0291	True	1	0.18611	0.81389
MonitoringTutorialDataset_1657	False	0	0.97275	0.02725
MonitoringTutorialDataset_3791	True	1	0.00033	0.99967
MonitoringTutorialDataset_0134	True	1	0.0005	0.9995
MonitoringTutorialDataset_2792	True	1	9e-05	0.99991
MonitoringTutorialDataset_2404	False	1	0.00231	0.99769
MonitoringTutorialDataset_1157	True	0	0.5967	0.4033
MonitoringTutorialDataset_2034	True	1	5e-05	0.99995
MonitoringTutorialDataset_0263	False	0	0.99886	0.00114
MonitoringTutorialDataset_1992	False	0	0.97064	0.02936
MonitoringTutorialDataset_2466	False	0	0.99964	0.00036
MonitoringTutorialDataset_1295	True	1	0.0003	0.9997
MonitoringTutorialDataset_1964	False	0	0.98367	0.01633
MonitoringTutorialDataset_0817	False	0	0.59945	0.40055
MonitoringTutorialDataset_0056	False	0	0.98664	0.01336
MonitoringTutorialDataset_0831	False	0	0.91642	0.08358
MonitoringTutorialDataset_0693	False	1	0.01892	0.98108
MonitoringTutorialDataset_0551	True	1	0.12229	0.87771
MonitoringTutorialDataset_2441	True	1	0.00186	0.99814
MonitoringTutorialDataset_3287	True	0	0.99144	0.00856
MonitoringTutorialDataset_2138	True	1	2e-05	0.99998
MonitoringTutorialDataset_1721	False	1	0.20791	0.79209
MonitoringTutorialDataset_0810	False	0	0.99971	0.00029
MonitoringTutorialDataset_1749	True	1	8e-05	0.99992
MonitoringTutorialDataset_2484	False	0	0.99787	0.00213
MonitoringTutorialDataset_1798	True	1	0.00364	0.99636
MonitoringTutorialDataset_0393	True	1	0.01186	0.98814
MonitoringTutorialDataset_3253	True	1	0.00711	0.99289
MonitoringTutorialDataset_3591	False	0	0.99913	0.00087
MonitoringTutorialDataset_0170	False	0	0.99954	0.00046
MonitoringTutorialDataset_0642	True	1	0.00023	0.99977
MonitoringTutorialDataset_2229	True	1	0.00198	0.99802
MonitoringTutorialDataset_1091	True	1	0.10838	0.89162
MonitoringTutorialDataset_1615	True	1	0.00981	0.99019
MonitoringTutorialDataset_3323	True	1	0.00013	0.99987
MonitoringTutorialDataset_2533	False	1	0.00054	0.99946
MonitoringTutorialDataset_0188	True	0	0.99702	0.00298
MonitoringTutorialDataset_0012	False	0	0.99839	0.00161
MonitoringTutorialDataset_1200	True	0	0.95805	0.04195
MonitoringTutorialDataset_0322	True	1	2e-05	0.99998
MonitoringTutorialDataset_2958	False	0	0.99943	0.00057
MonitoringTutorialDataset_0605	False	1	0.00689	0.99311
MonitoringTutorialDataset_0803	True	1	0.0	1.0
MonitoringTutorialDataset_0751	False	0	0.58065	0.41935
MonitoringTutorialDataset_3599	True	1	0.00175	0.99825
MonitoringTutorialDataset_3402	True	1	7e-05	0.99993
MonitoringTutorialDataset_3133	True	1	0.0048	0.9952
MonitoringTutorialDataset_0676	True	1	0.03066	0.96934
MonitoringTutorialDataset_3220	False	0	0.99924	0.00076
MonitoringTutorialDataset_3393	False	0	0.98624	0.01376
MonitoringTutorialDataset_1689	False	0	0.98802	0.01198
MonitoringTutorialDataset_1880	False	1	0.47058	0.52942
MonitoringTutorialDataset_3208	True	1	0.00336	0.99664
MonitoringTutorialDataset_3213	True	1	0.00056	0.99944
MonitoringTutorialDataset_3026	True	1	0.00135	0.99865
MonitoringTutorialDataset_1512	True	1	0.14616	0.85384
MonitoringTutorialDataset_2184	False	0	0.99291	0.00709
MonitoringTutorialDataset_3256	False	0	0.50614	0.49386
MonitoringTutorialDataset_0238	False	0	0.94803	0.05197
MonitoringTutorialDataset_0174	True	1	0.03276	0.96724
MonitoringTutorialDataset_3159	True	1	0.00016	0.99984
MonitoringTutorialDataset_1811	True	0	0.65797	0.34203
MonitoringTutorialDataset_2620	True	1	0.00014	0.99986
MonitoringTutorialDataset_3684	False	0	0.9998	0.0002
MonitoringTutorialDataset_2225	True	1	0.09301	0.90699
MonitoringTutorialDataset_0907	True	1	0.47999	0.52001
MonitoringTutorialDataset_1426	True	1	0.02088	0.97912
MonitoringTutorialDataset_3088	True	0	0.97168	0.02832
MonitoringTutorialDataset_1991	False	1	0.05339	0.94661
MonitoringTutorialDataset_3437	False	0	0.99383	0.00617
MonitoringTutorialDataset_0410	True	1	0.00079	0.99921
MonitoringTutorialDataset_1186	True	1	0.0	1.0
MonitoringTutorialDataset_1029	False	0	0.52777	0.47223
MonitoringTutorialDataset_2335	True	1	4e-05	0.99996
